mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4666858196258545,0.12187080354604536,0.01730690002441406,0.003132102852261938,0.7,0.1,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9404462721268757,0.9329308563213226,0.9338723717315123,0.9277368438921995,0.9377155833380331,0.9345403854819887,0.004342496589316694,44
0.4276817798614502,0.12338162470606519,0.01624288558959961,0.002299562017631321,0.7,0.1,5,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9447108904663493,0.9371826983556475,0.93914533538503,0.9335678532115446,0.9438235382422007,0.9396860631321544,0.0041559428378681665,36
0.2903747081756592,0.04416194331395816,0.017929840087890624,0.0034196832154883357,0.7,0.1,5,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9454969842303891,0.9377129852187978,0.9371475986162278,0.9352876095331012,0.9430935747782542,0.9397477504753541,0.003874071388100069,35
0.7593858242034912,0.13365936841728726,0.027977132797241212,0.0044729597134639575,0.7,0.1,5,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9473756626830803,0.9438686371192381,0.9433285223290502,0.9413307473855019,0.9478553833367425,0.9447517905707226,0.0024910311881253602,18
0.5252549171447753,0.07260561774093495,0.02858109474182129,0.012069393237761322,0.7,0.1,5,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9490736476772397,0.9442925015724684,0.9428374067750922,0.9423060896882806,0.9480835056877663,0.9453186302801694,0.002757879718063444,13
0.4718784809112549,0.09252676097523448,0.022926187515258788,0.004284569040454446,0.7,0.1,7,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9464846908976547,0.9428885119956869,0.9401748809416838,0.9393755732871812,0.9452621400794695,0.9428371594403353,0.002766151095560109,27
0.4373023986816406,0.026336860901837296,0.03032546043395996,0.005410710373129516,0.7,0.1,7,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",0.9466582240093449,0.9446283358792344,0.9431799802318269,0.9402229650462124,0.9466729631802668,0.9442724936693769,0.0024154856442184874,20
1.0672589778900146,0.17025912320161377,0.03202543258666992,0.005265894323373831,0.7,0.1,7,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.9475590237218079,0.9454811191481715,0.9427082397340282,0.9462366406023554,0.9475214773124886,0.9459013001037704,0.0017808796473488477,8
0.6834114551544189,0.13547036807333523,0.03996939659118652,0.011640665516508674,0.7,0.1,7,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",0.948010827567616,0.9476836979962261,0.9442691953454937,0.946142922440926,0.9492987552600722,0.9470810797220668,0.001728149152353188,4
0.3177396297454834,0.05985240951531905,0.012733650207519532,0.0023963420448704534,0.7,0.2,3,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.9401267240992003,0.9355546320424116,0.934571698939707,0.9298208103141606,0.9391553075484927,0.9358458345887944,0.0036684537439226027,42
0.2103799819946289,0.04542883908939026,0.01274123191833496,0.0031091137378234392,0.7,0.2,3,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.9424763006559438,0.9338748989127506,0.9344804396172162,0.9279183877558063,0.9377958330211733,0.935309171992578,0.004794139017600102,43
0.49498577117919923,0.05510070336166303,0.015352869033813476,0.004219179679747754,0.7,0.2,3,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9443188965765118,0.9418141791715339,0.939145756581903,0.938527620341555,0.9448855838739664,0.9417384073090942,0.002592310834332952,34
0.31399245262145997,0.016932894134230984,0.015522336959838868,0.002337047861541917,0.7,0.2,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9467118564111779,0.9426680856321323,0.9402669826579206,0.9374644523365985,0.943359998114413,0.9420942750304484,0.0030992782040575742,31
0.34374361038208007,0.03417494876902069,0.016065311431884766,0.0029525302689716597,0.7,0.2,5,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9453252763051487,0.9450794377302543,0.9448015881930092,0.9390053304308763,0.9468853723066201,0.9442194009931818,0.0027053835293041743,21
0.2523837089538574,0.03053562834624322,0.017975616455078124,0.0034179730254331737,0.7,0.2,5,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9474233983286908,0.9437985780393565,0.9443339192649832,0.9414267102933125,0.9480990786157883,0.9450163369084263,0.0024548438180238405,15
0.7665359497070312,0.11347577388061403,0.02935657501220703,0.010223018162911617,0.7,0.2,5,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9454802767544255,0.9441349739419534,0.9426453410009884,0.9430903479553308,0.9473396528555839,0.9445381185016565,0.0017074793508184956,19
0.4745455741882324,0.09677985066277331,0.021968555450439454,0.004611828066689708,0.7,0.2,5,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9478620046724773,0.9477266600772756,0.9459402237397789,0.9460901709009599,0.9503905437813932,0.947601920634377,0.001606626684551655,2
0.4382159233093262,0.08300875185983253,0.021766185760498047,0.004324420314174588,0.7,0.2,7,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9452157651181597,0.9449248584778507,0.9414724481085452,0.9383474794444365,0.9431618992462423,0.9426244900790468,0.002526469092702206,28
0.3815329551696777,0.052982535063417144,0.022495174407958986,0.0018615014446771736,0.7,0.2,7,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",0.948365475334711,0.9457717449905652,0.9427031853715518,0.945569109147145,0.9466409755443301,0.9458100980776607,0.0018402588664517125,10
0.9231371879577637,0.15072944650167713,0.03276281356811524,0.003809340325895683,0.7,0.2,7,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.9432734859376404,0.9439889590259682,0.939618620271363,0.9402611257346984,0.9435639894418354,0.942141236082301,0.0018231128534620866,30
0.526293134689331,0.07673784669380206,0.031876420974731444,0.005585794697409682,0.7,0.2,7,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",0.9476999842753168,0.9461772171803396,0.9426461833947346,0.9457767481874374,0.9460562191119392,0.9456712704299536,0.0016542142906123547,12
0.29660849571228026,0.055750781271319126,0.010240554809570312,0.0020808054450734102,1.0,0.01,3,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.8996907010962352,0.8805954600593044,0.8850023025429059,0.8804119783034038,0.8839463314811369,0.8859293546965972,0.007114187736705512,71
0.1704861640930176,0.03092569760851428,0.0102630615234375,0.001213111991173983,1.0,0.01,3,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.8985783201545512,0.8780139444244767,0.8824007098571299,0.8753820628489705,0.8795543448890072,0.8827858764348271,0.00821681469658869,72
0.4565101623535156,0.025962997917946914,0.013530635833740234,0.0019560531567956578,1.0,0.01,3,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9147542456644803,0.9019141993889837,0.9068118766286278,0.9013229132206303,0.9107645970946809,0.9071135663994806,0.005145213368428977,65
0.35276432037353517,0.0300107966853992,0.013877248764038086,0.001812662351724701,1.0,0.01,3,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9131479411896846,0.9013676262467427,0.9072086440830263,0.9007517655631775,0.9094914050064017,0.9063934764178064,0.004753367764568984,67
0.3534537315368652,0.03203610873710827,0.012673377990722656,0.0018012707473907537,1.0,0.01,5,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9199523766735557,0.9117586935034595,0.9119643779764579,0.9104969110886825,0.9195160214564084,0.9147376761397128,0.004112792095175734,63
0.22273426055908202,0.028886846782226173,0.011276578903198243,0.0009017689449359915,1.0,0.01,5,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9180971448467967,0.9101369451433192,0.9111605939437505,0.908148625780295,0.9174082046041432,0.9129903028636608,0.004013203528870643,64
0.6487185001373291,0.07895489853363616,0.022559118270874024,0.005458907099203633,1.0,0.01,5,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9279433237487644,0.9188847829993709,0.9215607871327163,0.9180928522505125,0.9268282827942715,0.9226620057851271,0.004039986189741196,56
0.4118379592895508,0.045253727948297566,0.01891641616821289,0.002473332935613504,1.0,0.01,5,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9273014197142601,0.9187158830532842,0.9208322569413244,0.917074579173187,0.9260649287278995,0.9219978135219911,0.004025853721590266,59
0.41039581298828126,0.05110366340673923,0.017029476165771485,0.0025228835045851415,1.0,0.01,7,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9281168568604546,0.9224940190044029,0.921172724413694,0.9219159359315712,0.9292764593166375,0.924595199105352,0.003394790494150747,53
0.3205877304077148,0.029094485295044957,0.01655092239379883,0.001599902851049097,1.0,0.01,7,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",0.9266001269206577,0.9198988846706803,0.9198174532752269,0.9199965374787065,0.9263422952026683,0.922531059509588,0.003218652892338824,57
0.7664394378662109,0.0408543216155691,0.031592178344726565,0.003445913815211802,1.0,0.01,7,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.932183933866475,0.9278461676700513,0.926321294590709,0.9259136889404432,0.9337844712373631,0.9292099112610084,0.0031887425067412584,45
0.562245512008667,0.023900062795257512,0.027091503143310547,0.0029865292247207146,1.0,0.01,7,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",0.93169323950939,0.9265240306855962,0.9250704802767544,0.9237343207972666,0.9319791339600103,0.9278002410458035,0.003412641124791675,51
0.25224032402038576,0.016905350938055994,0.01067523956298828,0.002336495776070648,1.0,0.1,3,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.933440223739779,0.92664716057148,0.9281984286548657,0.9233374215776807,0.9334097388882949,0.9290065946864201,0.00393457318802045,46
0.16495842933654786,0.009147520104486146,0.009954500198364257,0.0013271941782684554,1.0,0.1,3,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.9319776877976458,0.9280194199838261,0.9279664895767814,0.9233479438263442,0.932311356424478,0.9287245795218151,0.0032688788213803264,47
0.45789570808410646,0.027063739976673454,0.01409454345703125,0.001608298329991915,1.0,0.1,3,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9408830532842124,0.935369586216192,0.9373489307215384,0.9337760534384323,0.9415754247410896,0.9377906096802929,0.003035164879318796,38
0.2729295253753662,0.012137618782681991,0.014674854278564454,0.005267304226861973,1.0,0.1,3,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9396656539221853,0.935276642106209,0.9347222066223381,0.9312925221605572,0.9394302889802314,0.9360774627583043,0.0031461166201480766,40
0.3011640548706055,0.013654774948118188,0.013983154296875,0.0024839392970125583,1.0,0.1,5,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9446968505705814,0.9416819233534008,0.939642207296253,0.9385481036522865,0.9457015491836558,0.9420541268112356,0.002776176088900256,32
0.21479430198669433,0.007937711862047876,0.011543655395507812,0.0005181525171805666,1.0,0.1,5,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9459105995597088,0.9412209935753438,0.9395367676790367,0.9370957527434307,0.9455146740473929,0.9418557575209826,0.003413728130425952,33
0.5655666351318359,0.041184860465087826,0.022219228744506835,0.0034695791858971553,1.0,0.1,5,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9484032426543266,0.9459416277293557,0.9432462485398508,0.9445219349601571,0.9497109468143823,0.9463648001396144,0.002393847801916176,5
0.3783445358276367,0.009791400609733672,0.026781272888183594,0.012085614560012566,1.0,0.1,5,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9478420680204871,0.9448122585137928,0.9441276731961543,0.9428038621983869,0.9496654907001559,0.9458502705257954,0.002523829488422708,9
0.5272992610931396,0.16654150126581538,0.017949962615966798,0.002206093755567957,1.0,0.1,7,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9460237611195974,0.9443598930721537,0.9423757750022463,0.9423695037735589,0.9459268656017028,0.9442111597138517,0.0016131723902671142,22
0.3088571548461914,0.015572180558659152,0.020134925842285156,0.0024696553133774254,1.0,0.1,7,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",0.9481498225357174,0.944606714439752,0.9423493799982028,0.9410218141647424,0.9500261933843395,0.9452307849045507,0.0034036485144068557,14
0.7600043296813965,0.04945024649594842,0.032427644729614256,0.00591122602703191,1.0,0.1,7,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.945006711070177,0.9448392151136671,0.942840495552161,0.9452980560215744,0.9469886306401709,0.94499462167955,0.0013215673166162593,16
0.5180778503417969,0.0251331127846912,0.028893470764160156,0.004438534831620707,1.0,0.1,7,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",0.9487265814538592,0.9480852390151856,0.9431898081588641,0.9447778360476528,0.9512157686699063,0.9471990466690936,0.0028701571152130027,3
0.2452674388885498,0.009298773504571022,0.011591148376464844,0.0025726920806444916,1.0,0.2,3,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.9429281045017522,0.93721821929194,0.9363057664659897,0.9346631491490869,0.9403424977910293,0.9382915474399596,0.0029652889328674868,37
0.15620527267456055,0.008955464911751174,0.009640645980834962,0.0006362075908992408,1.0,0.2,3,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.9407698917243238,0.9356590888669243,0.9363247203252764,0.9321451048955954,0.9415737411813033,0.9372945093986846,0.003479125317023798,39
0.4548952579498291,0.027686750061200374,0.01349034309387207,0.002189835744293122,1.0,0.2,3,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9451975132536616,0.9413994406505527,0.9423173690358523,0.94019041622368,0.9452641042325534,0.94287376867926,0.0020394654694150848,26
0.2749607086181641,0.010940407212892323,0.013003396987915038,0.0015187998518830536,1.0,0.2,3,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9479633727199209,0.943855580016174,0.9417208138646779,0.9403113519349855,0.9471247183895516,0.9441951673850619,0.0029699632290236797,23
0.3021535873413086,0.014641312339190561,0.015455293655395507,0.0040151458710280625,1.0,0.2,5,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9455266084104592,0.9447204375954713,0.9415516331206757,0.9418327287950736,0.9456920090115343,0.9438646833866429,0.0018062375250885176,24
0.20436382293701172,0.008182773298736984,0.01324324607849121,0.0014803108672138696,1.0,0.2,5,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9488655764219609,0.9453202219426723,0.94135002021745,0.9469022079044815,0.9487069839952389,0.9462290020963607,0.002763167387913628,6
0.6304150581359863,0.0529067716618156,0.022730302810668946,0.0045892978654140555,1.0,0.2,5,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9450478479647767,0.9455948423038908,0.9433332958936113,0.9449590993179618,0.945546381090032,0.9448962933140544,0.0008222480343875821,17
0.4049516677856445,0.04344609769931416,0.021373176574707033,0.0036535762069259685,1.0,0.2,5,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9485830937191122,0.9484932383861983,0.9436541075119058,0.9499149381418045,0.9499250395005214,0.9481140834519085,0.0023142062960967743,1
0.40683727264404296,0.051678227410186725,0.016345834732055663,0.0007349902528031327,1.0,0.2,7,100,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9441770936292568,0.9428668905562045,0.9396343449546231,0.9442094943231767,0.9455469422766274,0.9432869531479777,0.0020134041995154782,25
0.3025829792022705,0.006653047064176359,0.019696712493896484,0.0027151321292047128,1.0,0.2,7,100,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",0.9476033897924341,0.9452216618743823,0.9433688168299037,0.9438706779162132,0.9504247761637116,0.946097864515329,0.002613984057239811,7
0.7494461059570312,0.038474574413845435,0.02049431800842285,0.0027500740161539392,1.0,0.2,7,200,0.7,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.9433017061281337,0.9408583430676611,0.9375508244226796,0.944865942343128,0.9446897297521771,0.9422533091427558,0.002753921812901203,29
0.48435487747192385,0.027407439016903654,0.02268500328063965,0.00310976043981025,1.0,0.2,7,200,1.0,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",0.9462443278821098,0.94490070985713,0.9419997865935844,0.9454832475980511,0.9504048540395755,0.9458065851940901,0.002711183060887385,11
